Pair,Date,Open,High,Low,Close
GBPUSD,10/11/2011 14:00,1.5624,1.56407,1.56023,1.56175
GBPUSD,10/11/2011 15:00,1.56174,1.56377,1.56083,1.56261
GBPUSD,10/11/2011 16:00,1.5626,1.56326,1.56069,1.56172
GBPUSD,10/11/2011 17:00,1.56172,1.56236,1.55802,1.55928
GBPUSD,10/11/2011 18:00,1.55926,1.56055,1.55853,1.55964
GBPUSD,10/11/2011 19:00,1.55963,1.56148,1.55851,1.56096
GBPUSD,10/11/2011 20:00,1.56096,1.56115,1.5582,1.55875
GBPUSD,10/11/2011 21:00,1.55876,1.5613,1.55876,1.56123
GBPUSD,10/11/2011 22:00,1.56127,1.56178,1.55732,1.55753
GBPUSD,10/11/2011 23:00,1.55753,1.55943,1.55722,1.559
GBPUSD,10/12/2011 0:00,1.55901,1.55903,1.55816,1.55853
GBPUSD,10/12/2011 1:00,1.55852,1.55933,1.55738,1.55789
GBPUSD,10/12/2011 2:00,1.5579,1.55795,1.55545,1.55565
GBPUSD,10/12/2011 3:00,1.55566,1.55611,1.55422,1.55541
GBPUSD,10/12/2011 4:00,1.55541,1.55591,1.55484,1.55535
GBPUSD,10/12/2011 5:00,1.55533,1.55689,1.55498,1.55652
GBPUSD,10/12/2011 6:00,1.55653,1.55728,1.55614,1.55671
GBPUSD,10/12/2011 7:00,1.55672,1.55881,1.55664,1.55807
GBPUSD,10/12/2011 8:00,1.55809,1.56043,1.55749,1.55977
GBPUSD,10/12/2011 9:00,1.55973,1.56259,1.55833,1.56228
GBPUSD,10/12/2011 10:00,1.56226,1.56893,1.562,1.56761
GBPUSD,10/12/2011 11:00,1.56761,1.57736,1.56761,1.57706
GBPUSD,10/12/2011 12:00,1.57707,1.57834,1.57474,1.57623
GBPUSD,10/12/2011 13:00,1.57623,1.57686,1.57171,1.57218
GBPUSD,10/12/2011 14:00,1.57219,1.57494,1.57203,1.57421
GBPUSD,10/12/2011 15:00,1.5742,1.57516,1.57129,1.57475
GBPUSD,10/12/2011 16:00,1.57477,1.57972,1.57456,1.57719
GBPUSD,10/12/2011 17:00,1.57756,1.5777,1.57534,1.57552
GBPUSD,10/12/2011 18:00,1.57554,1.57722,1.5753,1.57602
GBPUSD,10/12/2011 19:00,1.57603,1.57761,1.57601,1.57693
GBPUSD,10/12/2011 20:00,1.57693,1.57719,1.57489,1.57523
GBPUSD,10/12/2011 21:00,1.57523,1.57726,1.57495,1.57552
GBPUSD,10/12/2011 22:00,1.57551,1.57581,1.57439,1.57513
GBPUSD,10/12/2011 23:00,1.57514,1.57526,1.5734,1.57427
GBPUSD,10/13/2011 0:00,1.57425,1.57519,1.57415,1.57519
GBPUSD,10/13/2011 1:00,1.57518,1.57579,1.57324,1.57338
GBPUSD,10/13/2011 2:00,1.5734,1.57576,1.57335,1.5746
GBPUSD,10/13/2011 3:00,1.57459,1.57483,1.57328,1.57381
GBPUSD,10/13/2011 4:00,1.57382,1.57419,1.57283,1.57357
GBPUSD,10/13/2011 5:00,1.57355,1.57472,1.57327,1.57451
GBPUSD,10/13/2011 6:00,1.57452,1.57615,1.57389,1.57403
GBPUSD,10/13/2011 7:00,1.57401,1.57455,1.5733,1.57335
GBPUSD,10/13/2011 8:00,1.57334,1.57447,1.57234,1.57334
GBPUSD,10/13/2011 9:00,1.57336,1.57519,1.57249,1.57422
GBPUSD,10/13/2011 10:00,1.57421,1.57454,1.56737,1.56818
GBPUSD,10/13/2011 11:00,1.5682,1.57164,1.56767,1.56978
GBPUSD,10/13/2011 12:00,1.56985,1.5717,1.5686,1.57167
GBPUSD,10/13/2011 13:00,1.57169,1.5717,1.56842,1.56913
GBPUSD,10/13/2011 14:00,1.56911,1.56917,1.56666,1.56762
GBPUSD,10/13/2011 15:00,1.56763,1.5707,1.56747,1.5699
GBPUSD,10/13/2011 16:00,1.56989,1.57267,1.56912,1.5726
GBPUSD,10/13/2011 17:00,1.5726,1.57555,1.5726,1.5727
GBPUSD,10/13/2011 18:00,1.57271,1.57369,1.57199,1.57341
GBPUSD,10/13/2011 19:00,1.57339,1.57531,1.57241,1.57443
GBPUSD,10/13/2011 20:00,1.57445,1.57728,1.57394,1.57693
GBPUSD,10/13/2011 21:00,1.57692,1.57814,1.57609,1.57724
GBPUSD,10/13/2011 22:00,1.57723,1.57827,1.57597,1.57642
GBPUSD,10/13/2011 23:00,1.57642,1.57644,1.5754,1.5761
GBPUSD,10/14/2011 0:00,1.57609,1.57654,1.57351,1.57435
GBPUSD,10/14/2011 1:00,1.57432,1.57547,1.57371,1.57425
GBPUSD,10/14/2011 2:00,1.57424,1.57558,1.57212,1.5722
GBPUSD,10/14/2011 3:00,1.5722,1.57475,1.5721,1.57423
GBPUSD,10/14/2011 4:00,1.57422,1.57516,1.57343,1.57395
GBPUSD,10/14/2011 5:00,1.57397,1.57434,1.57339,1.57396
GBPUSD,10/14/2011 6:00,1.57397,1.5755,1.57388,1.5751
GBPUSD,10/14/2011 7:00,1.57511,1.57701,1.57395,1.57698
GBPUSD,10/14/2011 8:00,1.57699,1.57943,1.57648,1.57722
GBPUSD,10/14/2011 9:00,1.57724,1.57759,1.57441,1.5766
GBPUSD,10/14/2011 10:00,1.57655,1.57889,1.57569,1.5765
GBPUSD,10/14/2011 11:00,1.5765,1.57897,1.57607,1.57707
GBPUSD,10/14/2011 12:00,1.57706,1.5779,1.576,1.57669
GBPUSD,10/14/2011 13:00,1.5767,1.57825,1.57613,1.57808
GBPUSD,10/14/2011 14:00,1.57807,1.5802,1.57708,1.57714
GBPUSD,10/14/2011 15:00,1.57714,1.5839,1.57693,1.58269
GBPUSD,10/14/2011 16:00,1.58268,1.58508,1.57974,1.57978
GBPUSD,10/14/2011 17:00,1.57969,1.58113,1.57872,1.58062
GBPUSD,10/14/2011 18:00,1.58061,1.5811,1.57914,1.57949
GBPUSD,10/14/2011 19:00,1.57949,1.58272,1.5793,1.5822
GBPUSD,10/14/2011 20:00,1.58222,1.58224,1.58059,1.58138
GBPUSD,10/14/2011 21:00,1.58137,1.58145,1.58016,1.58053
GBPUSD,10/14/2011 22:00,1.58053,1.58328,1.58053,1.58164
GBPUSD,10/14/2011 23:00,1.58165,1.5817,1.58164,1.5817
GBPUSD,10/17/2011 0:00,1.58184,1.58353,1.58143,1.58223
GBPUSD,10/17/2011 1:00,1.58224,1.58241,1.581,1.58159
GBPUSD,10/17/2011 2:00,1.5816,1.58167,1.57938,1.57985
GBPUSD,10/17/2011 3:00,1.57986,1.58078,1.57911,1.5807
GBPUSD,10/17/2011 4:00,1.58074,1.58092,1.58042,1.58065
GBPUSD,10/17/2011 5:00,1.58064,1.58083,1.57899,1.5793
GBPUSD,10/17/2011 6:00,1.57931,1.57984,1.57847,1.57886
GBPUSD,10/17/2011 7:00,1.57886,1.58037,1.57838,1.57926
GBPUSD,10/17/2011 8:00,1.57924,1.58179,1.57833,1.58107
GBPUSD,10/17/2011 9:00,1.58109,1.58301,1.58035,1.58179
GBPUSD,10/17/2011 10:00,1.58177,1.58468,1.57942,1.58
GBPUSD,10/17/2011 11:00,1.57994,1.58097,1.57688,1.57708
GBPUSD,10/17/2011 12:00,1.57707,1.57819,1.57423,1.57473
GBPUSD,10/17/2011 13:00,1.57472,1.57568,1.57304,1.57562
GBPUSD,10/17/2011 14:00,1.57561,1.57835,1.57539,1.57743
GBPUSD,10/17/2011 15:00,1.57746,1.57936,1.57598,1.57718
GBPUSD,10/17/2011 16:00,1.57718,1.57902,1.5763,1.57767
GBPUSD,10/17/2011 17:00,1.57766,1.57819,1.5768,1.57766
GBPUSD,10/17/2011 18:00,1.57766,1.57881,1.57662,1.57812
GBPUSD,10/17/2011 19:00,1.57808,1.57811,1.577,1.57718
GBPUSD,10/17/2011 20:00,1.57716,1.57723,1.57419,1.57522
GBPUSD,10/17/2011 21:00,1.57521,1.57561,1.57457,1.57502
GBPUSD,10/17/2011 22:00,1.57503,1.57521,1.57308,1.57423
GBPUSD,10/17/2011 23:00,1.57423,1.57493,1.57334,1.57421
GBPUSD,10/18/2011 0:00,1.5742,1.57474,1.57374,1.5743
GBPUSD,10/18/2011 1:00,1.57432,1.57498,1.57409,1.57455
GBPUSD,10/18/2011 2:00,1.57456,1.57778,1.5744,1.57713
GBPUSD,10/18/2011 3:00,1.57712,1.57986,1.57712,1.57887
GBPUSD,10/18/2011 4:00,1.57887,1.57937,1.57709,1.57867
GBPUSD,10/18/2011 5:00,1.57869,1.58175,1.57765,1.58158
GBPUSD,10/18/2011 6:00,1.58158,1.58208,1.57991,1.58038
GBPUSD,10/18/2011 7:00,1.58038,1.58156,1.57959,1.58066
GBPUSD,10/18/2011 8:00,1.5807,1.58092,1.57814,1.57857
GBPUSD,10/18/2011 9:00,1.57855,1.57903,1.57448,1.57714
GBPUSD,10/18/2011 10:00,1.57716,1.57811,1.57103,1.57191
GBPUSD,10/18/2011 11:00,1.57192,1.57265,1.56957,1.57226
GBPUSD,10/18/2011 12:00,1.57228,1.57483,1.57183,1.57382
GBPUSD,10/18/2011 13:00,1.57381,1.57418,1.57096,1.57197
GBPUSD,10/18/2011 14:00,1.57198,1.57405,1.57081,1.57224
GBPUSD,10/18/2011 15:00,1.57223,1.57339,1.56674,1.56722
GBPUSD,10/18/2011 16:00,1.56721,1.56824,1.56369,1.56406
GBPUSD,10/18/2011 17:00,1.56404,1.56624,1.56314,1.56519
GBPUSD,10/18/2011 18:00,1.56519,1.57065,1.56516,1.57038
GBPUSD,10/18/2011 19:00,1.57042,1.57042,1.56831,1.57016
GBPUSD,10/18/2011 20:00,1.57011,1.5715,1.56977,1.57145
GBPUSD,10/18/2011 21:00,1.57143,1.57724,1.57137,1.57246
GBPUSD,10/18/2011 22:00,1.57245,1.57333,1.57073,1.57109
GBPUSD,10/18/2011 23:00,1.57108,1.57193,1.56939,1.5701
GBPUSD,10/19/2011 0:00,1.5701,1.57104,1.56984,1.57044
GBPUSD,10/19/2011 1:00,1.57046,1.57192,1.57017,1.57021
GBPUSD,10/19/2011 2:00,1.5702,1.57304,1.56999,1.57232
GBPUSD,10/19/2011 3:00,1.57233,1.57322,1.57113,1.57135
GBPUSD,10/19/2011 4:00,1.57136,1.573,1.57085,1.57283
GBPUSD,10/19/2011 5:00,1.57281,1.5743,1.57248,1.57398
GBPUSD,10/19/2011 6:00,1.57397,1.57519,1.57298,1.57515
GBPUSD,10/19/2011 7:00,1.57515,1.57683,1.57393,1.57541
GBPUSD,10/19/2011 8:00,1.57539,1.57769,1.57393,1.57479
GBPUSD,10/19/2011 9:00,1.57479,1.57659,1.5738,1.57553
GBPUSD,10/19/2011 10:00,1.57555,1.57658,1.5711,1.57508
GBPUSD,10/19/2011 11:00,1.57512,1.58117,1.57498,1.58108
GBPUSD,10/19/2011 12:00,1.58107,1.5816,1.57932,1.58004
GBPUSD,10/19/2011 13:00,1.58007,1.58079,1.57915,1.57967
GBPUSD,10/19/2011 14:00,1.57967,1.58466,1.57916,1.58438
GBPUSD,10/19/2011 15:00,1.58442,1.58446,1.58008,1.58143
GBPUSD,10/19/2011 16:00,1.58144,1.58317,1.57989,1.58308
GBPUSD,10/19/2011 17:00,1.58307,1.58308,1.5797,1.57974
GBPUSD,10/19/2011 18:00,1.57975,1.58082,1.57958,1.58
GBPUSD,10/19/2011 19:00,1.57999,1.58088,1.57762,1.5791
GBPUSD,10/19/2011 20:00,1.57906,1.57921,1.57569,1.57626
GBPUSD,10/19/2011 21:00,1.57627,1.57729,1.57506,1.57693
GBPUSD,10/19/2011 22:00,1.57692,1.57747,1.57644,1.57726
GBPUSD,10/19/2011 23:00,1.57724,1.57749,1.57665,1.57706
GBPUSD,10/20/2011 0:00,1.57706,1.57759,1.57702,1.57732
GBPUSD,10/20/2011 1:00,1.57729,1.57802,1.57706,1.57709
GBPUSD,10/20/2011 2:00,1.57709,1.57828,1.57678,1.57716
GBPUSD,10/20/2011 3:00,1.57715,1.57719,1.57468,1.57561
GBPUSD,10/20/2011 4:00,1.57562,1.57617,1.57383,1.57404
GBPUSD,10/20/2011 5:00,1.57404,1.57443,1.57286,1.57419
GBPUSD,10/20/2011 6:00,1.57419,1.57455,1.573,1.57373
GBPUSD,10/20/2011 7:00,1.57375,1.57375,1.57046,1.57118
GBPUSD,10/20/2011 8:00,1.5712,1.57281,1.56957,1.57214
GBPUSD,10/20/2011 9:00,1.57211,1.57307,1.56919,1.57251
GBPUSD,10/20/2011 10:00,1.57248,1.57427,1.57028,1.57174
GBPUSD,10/20/2011 11:00,1.57175,1.57985,1.57156,1.57807
GBPUSD,10/20/2011 12:00,1.57806,1.58011,1.5776,1.57888
GBPUSD,10/20/2011 13:00,1.57888,1.57952,1.5773,1.57929
GBPUSD,10/20/2011 14:00,1.57927,1.58022,1.57522,1.57675
GBPUSD,10/20/2011 15:00,1.57674,1.57784,1.57258,1.57347
GBPUSD,10/20/2011 16:00,1.57333,1.5751,1.56806,1.56848
GBPUSD,10/20/2011 17:00,1.56842,1.57364,1.56813,1.57221
GBPUSD,10/20/2011 18:00,1.57223,1.57511,1.57172,1.57459
GBPUSD,10/20/2011 19:00,1.5746,1.57707,1.57372,1.57587
GBPUSD,10/20/2011 20:00,1.57587,1.57987,1.57494,1.57853
GBPUSD,10/20/2011 21:00,1.57855,1.58021,1.57848,1.57973
GBPUSD,10/20/2011 22:00,1.57974,1.58,1.57861,1.57889
GBPUSD,10/20/2011 23:00,1.57885,1.5794,1.57842,1.57854
GBPUSD,10/21/2011 0:00,1.57852,1.57998,1.57852,1.5792
GBPUSD,10/21/2011 1:00,1.5792,1.57995,1.57828,1.57989
GBPUSD,10/21/2011 2:00,1.5799,1.58084,1.57746,1.57936
GBPUSD,10/21/2011 3:00,1.57933,1.58233,1.57916,1.58079
GBPUSD,10/21/2011 4:00,1.58076,1.58195,1.58028,1.58062
GBPUSD,10/21/2011 5:00,1.5806,1.58085,1.57937,1.57956
GBPUSD,10/21/2011 6:00,1.57957,1.58041,1.57926,1.57934
GBPUSD,10/21/2011 7:00,1.57935,1.58103,1.57924,1.58031
GBPUSD,10/21/2011 8:00,1.58027,1.58204,1.57772,1.57785
GBPUSD,10/21/2011 9:00,1.57786,1.5785,1.57604,1.57814
GBPUSD,10/21/2011 10:00,1.57793,1.57937,1.57537,1.57882
GBPUSD,10/21/2011 11:00,1.57883,1.5812,1.57853,1.58054
GBPUSD,10/21/2011 12:00,1.58058,1.58289,1.57915,1.58219
GBPUSD,10/21/2011 13:00,1.58217,1.59166,1.58202,1.5908
GBPUSD,10/21/2011 14:00,1.59079,1.59167,1.58916,1.59134
GBPUSD,10/21/2011 15:00,1.59135,1.5938,1.59078,1.59277
GBPUSD,10/21/2011 16:00,1.59276,1.59508,1.59221,1.5948
GBPUSD,10/21/2011 17:00,1.59483,1.59606,1.59405,1.59428
GBPUSD,10/21/2011 18:00,1.59424,1.59484,1.59263,1.59273
GBPUSD,10/21/2011 19:00,1.59274,1.59318,1.59157,1.59237
GBPUSD,10/21/2011 20:00,1.59237,1.59399,1.59195,1.5938
GBPUSD,10/21/2011 21:00,1.59379,1.59595,1.59346,1.59585
GBPUSD,10/21/2011 22:00,1.59587,1.59728,1.59444,1.59494
GBPUSD,10/21/2011 23:00,1.59495,1.59497,1.59458,1.59459
GBPUSD,10/24/2011 0:00,1.59424,1.59469,1.59286,1.59393
GBPUSD,10/24/2011 1:00,1.59394,1.59473,1.59346,1.59403
GBPUSD,10/24/2011 2:00,1.59402,1.59505,1.59358,1.59408
GBPUSD,10/24/2011 3:00,1.59408,1.59523,1.5939,1.5944
GBPUSD,10/24/2011 4:00,1.5944,1.59601,1.59391,1.59557
GBPUSD,10/24/2011 5:00,1.59557,1.59647,1.59489,1.59647
GBPUSD,10/24/2011 6:00,1.59646,1.59836,1.5956,1.59653
GBPUSD,10/24/2011 7:00,1.5965,1.59762,1.59587,1.5976
GBPUSD,10/24/2011 8:00,1.59761,1.59994,1.59676,1.59852
GBPUSD,10/24/2011 9:00,1.59855,1.59867,1.59413,1.59541
GBPUSD,10/24/2011 10:00,1.59538,1.59677,1.59343,1.59405
GBPUSD,10/24/2011 11:00,1.594,1.59505,1.59281,1.59322
GBPUSD,10/24/2011 12:00,1.59328,1.59402,1.59169,1.5927
GBPUSD,10/24/2011 13:00,1.59269,1.59551,1.59212,1.59474
GBPUSD,10/24/2011 14:00,1.59475,1.59543,1.59231,1.59257
GBPUSD,10/24/2011 15:00,1.59259,1.59425,1.58999,1.59312
GBPUSD,10/24/2011 16:00,1.59312,1.5965,1.59277,1.59532
GBPUSD,10/24/2011 17:00,1.59532,1.59953,1.59532,1.59841
GBPUSD,10/24/2011 18:00,1.59842,1.59976,1.59753,1.5986
GBPUSD,10/24/2011 19:00,1.59861,1.60067,1.59841,1.60029
GBPUSD,10/24/2011 20:00,1.60028,1.60051,1.59922,1.59991
GBPUSD,10/24/2011 21:00,1.59991,1.60051,1.59717,1.59886
GBPUSD,10/24/2011 22:00,1.59887,1.59963,1.59811,1.59963
GBPUSD,10/24/2011 23:00,1.59962,1.59962,1.59862,1.59932
GBPUSD,10/25/2011 0:00,1.59931,1.60011,1.59776,1.59939
GBPUSD,10/25/2011 1:00,1.59933,1.59982,1.59864,1.59952
GBPUSD,10/25/2011 2:00,1.59952,1.60037,1.59809,1.59867
GBPUSD,10/25/2011 3:00,1.5987,1.59962,1.59788,1.5996
GBPUSD,10/25/2011 4:00,1.59959,1.59964,1.59797,1.59894
GBPUSD,10/25/2011 5:00,1.59893,1.60047,1.59876,1.59926
GBPUSD,10/25/2011 6:00,1.59924,1.59999,1.59857,1.59901
GBPUSD,10/25/2011 7:00,1.59901,1.59905,1.59664,1.59735
GBPUSD,10/25/2011 8:00,1.59736,1.59925,1.59636,1.59715
GBPUSD,10/25/2011 9:00,1.59717,1.6018,1.59694,1.60057
GBPUSD,10/25/2011 10:00,1.60056,1.60202,1.59651,1.59816
GBPUSD,10/25/2011 11:00,1.59812,1.59993,1.5966,1.59984
GBPUSD,10/25/2011 12:00,1.59985,1.60222,1.59938,1.60153
GBPUSD,10/25/2011 13:00,1.60151,1.60165,1.59959,1.60079
GBPUSD,10/25/2011 14:00,1.60081,1.60105,1.59891,1.59965
GBPUSD,10/25/2011 15:00,1.59965,1.60377,1.59681,1.59949
GBPUSD,10/25/2011 16:00,1.59953,1.60022,1.59621,1.59682
GBPUSD,10/25/2011 17:00,1.5968,1.59926,1.59563,1.59905
GBPUSD,10/25/2011 18:00,1.59907,1.6012,1.59888,1.60001
GBPUSD,10/25/2011 19:00,1.59999,1.6017,1.59992,1.6012
GBPUSD,10/25/2011 20:00,1.60115,1.60168,1.6003,1.6015
GBPUSD,10/25/2011 21:00,1.60151,1.60212,1.5988,1.59923
GBPUSD,10/25/2011 22:00,1.59925,1.60035,1.59915,1.59998
GBPUSD,10/25/2011 23:00,1.59995,1.60027,1.59885,1.60015
GBPUSD,10/26/2011 0:00,1.60015,1.60117,1.59938,1.59948
GBPUSD,10/26/2011 1:00,1.5995,1.60022,1.59898,1.60017
GBPUSD,10/26/2011 2:00,1.60018,1.6022,1.5998,1.6018
GBPUSD,10/26/2011 3:00,1.60181,1.60272,1.60178,1.60242
GBPUSD,10/26/2011 4:00,1.60241,1.60314,1.60208,1.60237
GBPUSD,10/26/2011 5:00,1.60239,1.60271,1.60185,1.60266
GBPUSD,10/26/2011 6:00,1.60268,1.60392,1.60244,1.60386
GBPUSD,10/26/2011 7:00,1.60384,1.60402,1.60259,1.60339
GBPUSD,10/26/2011 8:00,1.6034,1.6034,1.60131,1.60296
GBPUSD,10/26/2011 9:00,1.60295,1.60327,1.60076,1.60113
GBPUSD,10/26/2011 10:00,1.60115,1.60157,1.59781,1.59833
GBPUSD,10/26/2011 11:00,1.5983,1.60035,1.59812,1.59899
GBPUSD,10/26/2011 12:00,1.59899,1.60048,1.59819,1.59901
GBPUSD,10/26/2011 13:00,1.599,1.59902,1.59694,1.59736
GBPUSD,10/26/2011 14:00,1.59738,1.60003,1.59696,1.59981
GBPUSD,10/26/2011 15:00,1.5998,1.60348,1.59822,1.59958
GBPUSD,10/26/2011 16:00,1.59961,1.59997,1.58964,1.59124
GBPUSD,10/26/2011 17:00,1.59125,1.59238,1.58906,1.59031
GBPUSD,10/26/2011 18:00,1.59032,1.59094,1.58949,1.59059
GBPUSD,10/26/2011 19:00,1.59056,1.59522,1.59042,1.59403
GBPUSD,10/26/2011 20:00,1.5941,1.59667,1.59379,1.59556
GBPUSD,10/26/2011 21:00,1.59556,1.59754,1.59544,1.59696
GBPUSD,10/26/2011 22:00,1.59697,1.59803,1.59571,1.59723
GBPUSD,10/26/2011 23:00,1.59724,1.5973,1.5955,1.59596
GBPUSD,10/27/2011 0:00,1.59595,1.5972,1.59551,1.59567
GBPUSD,10/27/2011 1:00,1.59566,1.59701,1.59533,1.59699
GBPUSD,10/27/2011 2:00,1.59698,1.5987,1.5967,1.59842
GBPUSD,10/27/2011 3:00,1.59842,1.60273,1.59687,1.60204
GBPUSD,10/27/2011 4:00,1.60204,1.60335,1.60001,1.6004
GBPUSD,10/27/2011 5:00,1.60039,1.60101,1.59914,1.60071
GBPUSD,10/27/2011 6:00,1.6007,1.60223,1.6006,1.60102
GBPUSD,10/27/2011 7:00,1.60101,1.60275,1.59961,1.59998
GBPUSD,10/27/2011 8:00,1.59998,1.60198,1.59913,1.60064
GBPUSD,10/27/2011 9:00,1.60064,1.60182,1.59883,1.60012
GBPUSD,10/27/2011 10:00,1.60013,1.60075,1.59839,1.59878
GBPUSD,10/27/2011 11:00,1.59879,1.59978,1.59778,1.59889
GBPUSD,10/27/2011 12:00,1.59889,1.60187,1.59834,1.60178
GBPUSD,10/27/2011 13:00,1.60177,1.60177,1.59908,1.59985
GBPUSD,10/27/2011 14:00,1.59981,1.60393,1.59978,1.60295
GBPUSD,10/27/2011 15:00,1.60294,1.60822,1.60294,1.60394
GBPUSD,10/27/2011 16:00,1.60396,1.60698,1.60189,1.6063
GBPUSD,10/27/2011 17:00,1.6063,1.60843,1.60304,1.6079
GBPUSD,10/27/2011 18:00,1.60789,1.61181,1.60764,1.60928
GBPUSD,10/27/2011 19:00,1.60929,1.61226,1.60878,1.61221
GBPUSD,10/27/2011 20:00,1.61219,1.61398,1.61066,1.61148
GBPUSD,10/27/2011 21:00,1.61149,1.61235,1.60794,1.60933
GBPUSD,10/27/2011 22:00,1.60935,1.61021,1.60924,1.60977
GBPUSD,10/27/2011 23:00,1.60978,1.61046,1.60931,1.60993
GBPUSD,10/28/2011 0:00,1.60986,1.6099,1.60814,1.60845
GBPUSD,10/28/2011 1:00,1.60846,1.6099,1.6082,1.60974
GBPUSD,10/28/2011 2:00,1.60974,1.6101,1.60763,1.60861
GBPUSD,10/28/2011 3:00,1.60861,1.60952,1.60847,1.60906
GBPUSD,10/28/2011 4:00,1.60906,1.6095,1.6073,1.60773
GBPUSD,10/28/2011 5:00,1.60774,1.60836,1.60729,1.60795
GBPUSD,10/28/2011 6:00,1.60794,1.60885,1.60758,1.60791
GBPUSD,10/28/2011 7:00,1.60794,1.60882,1.6075,1.60878
GBPUSD,10/28/2011 8:00,1.6088,1.60982,1.60766,1.60813
GBPUSD,10/28/2011 9:00,1.60805,1.60967,1.60707,1.60897
GBPUSD,10/28/2011 10:00,1.60897,1.61217,1.60858,1.61129
GBPUSD,10/28/2011 11:00,1.61128,1.61179,1.60842,1.61059
GBPUSD,10/28/2011 12:00,1.6106,1.61118,1.6089,1.61062
GBPUSD,10/28/2011 13:00,1.6106,1.6123,1.60959,1.61046
GBPUSD,10/28/2011 14:00,1.6105,1.61223,1.60983,1.61068
GBPUSD,10/28/2011 15:00,1.61068,1.61127,1.60827,1.61053
GBPUSD,10/28/2011 16:00,1.61054,1.61426,1.60912,1.61423
GBPUSD,10/28/2011 17:00,1.61422,1.61504,1.61196,1.61275
GBPUSD,10/28/2011 18:00,1.61274,1.61325,1.61206,1.61258
GBPUSD,10/28/2011 19:00,1.61255,1.61309,1.61041,1.61136
GBPUSD,10/28/2011 20:00,1.61135,1.61361,1.61098,1.61145
GBPUSD,10/28/2011 21:00,1.61147,1.61354,1.61122,1.61248
GBPUSD,10/28/2011 22:00,1.6125,1.61293,1.61105,1.61236
GBPUSD,10/28/2011 23:00,1.61239,1.61275,1.61227,1.61275
GBPUSD,10/31/2011 0:00,1.61302,1.61314,1.61123,1.61189
GBPUSD,10/31/2011 1:00,1.61191,1.61302,1.61084,1.61091
GBPUSD,10/31/2011 2:00,1.61092,1.6121,1.61048,1.61203
GBPUSD,10/31/2011 3:00,1.61204,1.61335,1.60897,1.60915
GBPUSD,10/31/2011 4:00,1.60916,1.61067,1.60064,1.60163
GBPUSD,10/31/2011 5:00,1.60162,1.60162,1.59686,1.597
GBPUSD,10/31/2011 6:00,1.59701,1.59911,1.59661,1.59699
GBPUSD,10/31/2011 7:00,1.59697,1.59887,1.59647,1.59747
GBPUSD,10/31/2011 8:00,1.59747,1.6017,1.59738,1.6008
GBPUSD,10/31/2011 9:00,1.6008,1.6044,1.5976,1.60393
GBPUSD,10/31/2011 10:00,1.60399,1.60471,1.60062,1.60078
GBPUSD,10/31/2011 11:00,1.60077,1.60246,1.59927,1.60162
GBPUSD,10/31/2011 12:00,1.60161,1.60248,1.59952,1.60221
GBPUSD,10/31/2011 13:00,1.60222,1.60324,1.60077,1.60224
GBPUSD,10/31/2011 14:00,1.60225,1.60375,1.60092,1.60316
GBPUSD,10/31/2011 15:00,1.60317,1.6063,1.60254,1.60445
GBPUSD,10/31/2011 16:00,1.60441,1.60645,1.60359,1.60506
GBPUSD,10/31/2011 17:00,1.60506,1.6143,1.60385,1.61417
GBPUSD,10/31/2011 18:00,1.61414,1.61641,1.61175,1.6131
GBPUSD,10/31/2011 19:00,1.61309,1.61527,1.61193,1.61304
GBPUSD,10/31/2011 20:00,1.61304,1.61365,1.61034,1.61331
GBPUSD,10/31/2011 21:00,1.61333,1.61335,1.60778,1.6078
GBPUSD,10/31/2011 22:00,1.60778,1.60887,1.60704,1.6086
GBPUSD,10/31/2011 23:00,1.60859,1.60926,1.60701,1.60778
GBPUSD,11/1/2011 0:00,1.60778,1.60902,1.60629,1.60636
GBPUSD,11/1/2011 1:00,1.60635,1.60782,1.60561,1.60749
GBPUSD,11/1/2011 2:00,1.60748,1.60918,1.60522,1.60845
GBPUSD,11/1/2011 3:00,1.60846,1.60889,1.60572,1.60755
GBPUSD,11/1/2011 4:00,1.60756,1.60863,1.60663,1.6079
GBPUSD,11/1/2011 5:00,1.60794,1.60801,1.60625,1.60772
GBPUSD,11/1/2011 6:00,1.60769,1.60769,1.60455,1.60459
GBPUSD,11/1/2011 7:00,1.6046,1.60478,1.60276,1.60397
GBPUSD,11/1/2011 8:00,1.60399,1.60558,1.6023,1.60242
GBPUSD,11/1/2011 9:00,1.60242,1.60354,1.59994,1.60342
GBPUSD,11/1/2011 10:00,1.60341,1.60341,1.59621,1.5973
GBPUSD,11/1/2011 11:00,1.5973,1.6002,1.59287,1.59343
GBPUSD,11/1/2011 12:00,1.59344,1.59479,1.59134,1.59149
GBPUSD,11/1/2011 13:00,1.59146,1.59279,1.58981,1.5903
GBPUSD,11/1/2011 14:00,1.59029,1.5939,1.589,1.59131
GBPUSD,11/1/2011 15:00,1.59131,1.59602,1.59026,1.59567
GBPUSD,11/1/2011 16:00,1.59567,1.59689,1.5935,1.59359
GBPUSD,11/1/2011 17:00,1.59357,1.59469,1.59269,1.59437
GBPUSD,11/1/2011 18:00,1.59439,1.59568,1.59321,1.59484
GBPUSD,11/1/2011 19:00,1.59483,1.59931,1.59456,1.59827
GBPUSD,11/1/2011 20:00,1.59829,1.59952,1.59518,1.59598
GBPUSD,11/1/2011 21:00,1.596,1.59739,1.59292,1.59428
