Date,Pair,Open,High,Low,Close
1/12/1999 0:00,GBPUSD,1.6305,1.6311,1.6292,1.6306
1/12/1999 4:00,GBPUSD,1.63,1.6315,1.6286,1.6296
1/12/1999 8:00,GBPUSD,1.6294,1.6323,1.6233,1.6255
1/12/1999 12:00,GBPUSD,1.6257,1.6331,1.6246,1.6283
1/12/1999 16:00,GBPUSD,1.6286,1.6322,1.6282,1.6302
1/12/1999 20:00,GBPUSD,1.631,1.6349,1.6293,1.6349
1/13/1999 0:00,GBPUSD,1.6344,1.6358,1.6325,1.6342
1/13/1999 4:00,GBPUSD,1.6343,1.6353,1.6335,1.6346
1/13/1999 8:00,GBPUSD,1.6347,1.6517,1.6338,1.6498
1/13/1999 12:00,GBPUSD,1.6496,1.6595,1.6463,1.6553
1/13/1999 16:00,GBPUSD,1.6555,1.6564,1.6474,1.6485
1/13/1999 20:00,GBPUSD,1.6487,1.651,1.6472,1.6499
1/14/1999 0:00,GBPUSD,1.6501,1.6515,1.6472,1.6474
1/14/1999 4:00,GBPUSD,1.6477,1.651,1.6473,1.6508
1/14/1999 8:00,GBPUSD,1.6505,1.6538,1.6445,1.6498
1/14/1999 12:00,GBPUSD,1.6505,1.6553,1.6468,1.6547
1/14/1999 16:00,GBPUSD,1.6541,1.6591,1.6509,1.6571
1/14/1999 20:00,GBPUSD,1.6566,1.6578,1.6531,1.6531
1/15/1999 0:00,GBPUSD,1.6534,1.657,1.6534,1.6545
1/15/1999 4:00,GBPUSD,1.6543,1.6591,1.6537,1.6567
1/15/1999 8:00,GBPUSD,1.657,1.6646,1.6558,1.6582
1/15/1999 12:00,GBPUSD,1.6583,1.6626,1.6485,1.6551
1/15/1999 16:00,GBPUSD,1.655,1.6563,1.6498,1.6507
1/15/1999 20:00,GBPUSD,1.6506,1.6519,1.6491,1.6502
1/18/1999 0:00,GBPUSD,1.6491,1.6523,1.6489,1.652
1/18/1999 4:00,GBPUSD,1.652,1.6542,1.6512,1.653
1/18/1999 8:00,GBPUSD,1.6532,1.6554,1.6499,1.6546
1/18/1999 12:00,GBPUSD,1.6545,1.6567,1.6519,1.6536
1/18/1999 16:00,GBPUSD,1.6538,1.6548,1.6511,1.6534
1/18/1999 20:00,GBPUSD,1.6535,1.6547,1.652,1.6522
1/19/1999 0:00,GBPUSD,1.6518,1.6525,1.6487,1.6492
1/19/1999 4:00,GBPUSD,1.6497,1.65,1.648,1.6491
1/19/1999 8:00,GBPUSD,1.6494,1.6601,1.6485,1.6583
1/19/1999 12:00,GBPUSD,1.6586,1.6626,1.657,1.6584
1/19/1999 16:00,GBPUSD,1.6585,1.6598,1.6545,1.6564
1/19/1999 20:00,GBPUSD,1.6563,1.6588,1.6539,1.6553
1/20/1999 0:00,GBPUSD,1.6555,1.656,1.654,1.6555
1/20/1999 4:00,GBPUSD,1.6554,1.6565,1.6538,1.6547
1/20/1999 8:00,GBPUSD,1.6544,1.6557,1.6492,1.6519
1/20/1999 12:00,GBPUSD,1.6517,1.6527,1.6453,1.6471
1/20/1999 16:00,GBPUSD,1.6467,1.6486,1.6447,1.6465
1/20/1999 20:00,GBPUSD,1.6457,1.6472,1.6449,1.6472
1/21/1999 0:00,GBPUSD,1.647,1.6478,1.6459,1.6463
1/21/1999 4:00,GBPUSD,1.6465,1.6495,1.6457,1.649
1/21/1999 8:00,GBPUSD,1.6488,1.6498,1.6419,1.6427
1/21/1999 12:00,GBPUSD,1.6427,1.6525,1.6419,1.6513
1/21/1999 16:00,GBPUSD,1.651,1.6558,1.651,1.6546
1/21/1999 20:00,GBPUSD,1.6542,1.6551,1.6514,1.6524
1/22/1999 0:00,GBPUSD,1.6523,1.6544,1.6521,1.6537
1/22/1999 4:00,GBPUSD,1.6535,1.6541,1.6513,1.6516
1/22/1999 8:00,GBPUSD,1.6519,1.6575,1.6499,1.6553
1/22/1999 12:00,GBPUSD,1.6551,1.6563,1.6496,1.6549
1/22/1999 16:00,GBPUSD,1.6548,1.6568,1.6528,1.6537
1/22/1999 20:00,GBPUSD,1.6542,1.6565,1.6535,1.6565
1/25/1999 0:00,GBPUSD,1.6551,1.6563,1.6544,1.655
1/25/1999 4:00,GBPUSD,1.6553,1.6563,1.6547,1.656
1/25/1999 8:00,GBPUSD,1.6556,1.659,1.6551,1.6578
1/25/1999 12:00,GBPUSD,1.6576,1.6602,1.6566,1.6594
1/25/1999 16:00,GBPUSD,1.6595,1.6613,1.6559,1.6575
1/25/1999 20:00,GBPUSD,1.6576,1.6592,1.6565,1.6585
1/26/1999 0:00,GBPUSD,1.6592,1.6612,1.6589,1.659
1/26/1999 4:00,GBPUSD,1.6591,1.66,1.6585,1.6592
1/26/1999 8:00,GBPUSD,1.6594,1.6628,1.6574,1.6579
1/26/1999 12:00,GBPUSD,1.658,1.6623,1.6567,1.6601
1/26/1999 16:00,GBPUSD,1.6601,1.6609,1.6582,1.6603
1/26/1999 20:00,GBPUSD,1.6598,1.6603,1.6583,1.6597
1/27/1999 0:00,GBPUSD,1.6594,1.6601,1.6557,1.6566
1/27/1999 4:00,GBPUSD,1.6564,1.6576,1.6549,1.6571
1/27/1999 8:00,GBPUSD,1.657,1.6575,1.6512,1.6521
1/27/1999 12:00,GBPUSD,1.6522,1.6558,1.6509,1.6526
1/27/1999 16:00,GBPUSD,1.6527,1.6546,1.644,1.6457
1/27/1999 20:00,GBPUSD,1.6457,1.6479,1.644,1.6479
1/28/1999 0:00,GBPUSD,1.6476,1.6477,1.6445,1.6452
1/28/1999 4:00,GBPUSD,1.6453,1.6479,1.645,1.6468
1/28/1999 8:00,GBPUSD,1.647,1.6515,1.6457,1.6508
1/28/1999 12:00,GBPUSD,1.6505,1.6509,1.6451,1.6483
1/28/1999 16:00,GBPUSD,1.6489,1.6495,1.6462,1.6481
1/28/1999 20:00,GBPUSD,1.6482,1.6508,1.6467,1.6487
1/29/1999 0:00,GBPUSD,1.6483,1.6492,1.6457,1.6466
1/29/1999 4:00,GBPUSD,1.6465,1.6478,1.6455,1.647
1/29/1999 8:00,GBPUSD,1.6472,1.648,1.6447,1.6471
1/29/1999 12:00,GBPUSD,1.6472,1.6486,1.642,1.642
1/29/1999 16:00,GBPUSD,1.6423,1.6467,1.6419,1.6455
1/29/1999 20:00,GBPUSD,1.6456,1.6465,1.6449,1.645
2/1/1999 0:00,GBPUSD,1.6469,1.6477,1.6443,1.6448
2/1/1999 4:00,GBPUSD,1.6447,1.6454,1.643,1.6438
2/1/1999 8:00,GBPUSD,1.644,1.6473,1.6418,1.643
2/1/1999 12:00,GBPUSD,1.6429,1.6446,1.6377,1.6377
2/1/1999 16:00,GBPUSD,1.6388,1.6418,1.6382,1.6412
2/1/1999 20:00,GBPUSD,1.641,1.6429,1.6402,1.6425
2/2/1999 0:00,GBPUSD,1.6423,1.643,1.6408,1.6413
2/2/1999 4:00,GBPUSD,1.6412,1.6449,1.6407,1.6445
2/2/1999 8:00,GBPUSD,1.6446,1.6481,1.6436,1.6456
2/2/1999 12:00,GBPUSD,1.6459,1.6469,1.6428,1.6444
2/2/1999 16:00,GBPUSD,1.6443,1.6473,1.6389,1.6394
2/2/1999 20:00,GBPUSD,1.6395,1.6405,1.6385,1.6404
2/3/1999 0:00,GBPUSD,1.6405,1.6405,1.6382,1.6392
2/3/1999 4:00,GBPUSD,1.6391,1.6405,1.6349,1.6353
2/3/1999 8:00,GBPUSD,1.6353,1.6395,1.633,1.6357
2/3/1999 12:00,GBPUSD,1.6358,1.639,1.634,1.6378
2/3/1999 16:00,GBPUSD,1.6385,1.6397,1.6356,1.6369
2/3/1999 20:00,GBPUSD,1.6366,1.6369,1.6344,1.6362
2/4/1999 0:00,GBPUSD,1.6364,1.6387,1.6355,1.6371
2/4/1999 4:00,GBPUSD,1.6373,1.6377,1.6355,1.6367
2/4/1999 8:00,GBPUSD,1.637,1.6423,1.6352,1.6371
2/4/1999 12:00,GBPUSD,1.6373,1.6391,1.6298,1.6367
2/4/1999 16:00,GBPUSD,1.6368,1.6414,1.6362,1.6407
2/4/1999 20:00,GBPUSD,1.6437,1.6458,1.6427,1.6437
2/5/1999 0:00,GBPUSD,1.6442,1.645,1.6429,1.6442
2/5/1999 4:00,GBPUSD,1.6443,1.645,1.643,1.6439
2/5/1999 8:00,GBPUSD,1.6438,1.6458,1.6413,1.642
2/5/1999 12:00,GBPUSD,1.642,1.6431,1.6381,1.6415
2/5/1999 16:00,GBPUSD,1.6416,1.6426,1.6315,1.6315
2/5/1999 20:00,GBPUSD,1.6322,1.6331,1.6315,1.6331
2/8/1999 0:00,GBPUSD,1.6327,1.6343,1.6311,1.634
2/8/1999 4:00,GBPUSD,1.6335,1.635,1.6332,1.6337
2/8/1999 8:00,GBPUSD,1.6336,1.6355,1.6311,1.6338
2/8/1999 12:00,GBPUSD,1.6332,1.6345,1.6285,1.6306
2/8/1999 16:00,GBPUSD,1.6309,1.6391,1.6302,1.6372
2/8/1999 20:00,GBPUSD,1.6376,1.6407,1.6372,1.639
2/9/1999 0:00,GBPUSD,1.6389,1.6399,1.6373,1.6389
2/9/1999 4:00,GBPUSD,1.6391,1.641,1.6366,1.6395
2/9/1999 8:00,GBPUSD,1.6401,1.6413,1.6386,1.6397
2/9/1999 12:00,GBPUSD,1.6397,1.6408,1.6361,1.6372
2/9/1999 16:00,GBPUSD,1.6371,1.6378,1.6336,1.6347
2/9/1999 20:00,GBPUSD,1.6345,1.6383,1.6335,1.6376
2/10/1999 0:00,GBPUSD,1.6372,1.6384,1.6342,1.6352
2/10/1999 4:00,GBPUSD,1.6354,1.6361,1.6335,1.6339
2/10/1999 8:00,GBPUSD,1.6341,1.635,1.6308,1.6327
2/10/1999 12:00,GBPUSD,1.6328,1.6333,1.6273,1.6273
2/10/1999 16:00,GBPUSD,1.6275,1.6303,1.6248,1.6271
2/10/1999 20:00,GBPUSD,1.6277,1.6302,1.6244,1.6269
2/11/1999 0:00,GBPUSD,1.6254,1.6278,1.6251,1.6278
2/11/1999 4:00,GBPUSD,1.6277,1.6282,1.6244,1.6249
2/11/1999 8:00,GBPUSD,1.6249,1.6263,1.6188,1.6232
2/11/1999 12:00,GBPUSD,1.6231,1.6268,1.6212,1.6259
2/11/1999 16:00,GBPUSD,1.626,1.6275,1.6224,1.6233
2/11/1999 20:00,GBPUSD,1.623,1.6244,1.6212,1.6236
2/12/1999 0:00,GBPUSD,1.6233,1.6233,1.621,1.6217
2/12/1999 4:00,GBPUSD,1.622,1.6243,1.6208,1.6232
2/12/1999 8:00,GBPUSD,1.6235,1.6266,1.6222,1.6264
2/12/1999 12:00,GBPUSD,1.6258,1.6275,1.6241,1.6254
2/12/1999 16:00,GBPUSD,1.626,1.6329,1.6253,1.6322
2/12/1999 20:00,GBPUSD,1.6323,1.6358,1.6312,1.635
2/15/1999 0:00,GBPUSD,1.6345,1.6345,1.6313,1.6327
2/15/1999 4:00,GBPUSD,1.6326,1.637,1.6307,1.6315
2/15/1999 8:00,GBPUSD,1.6312,1.633,1.6286,1.6307
2/15/1999 12:00,GBPUSD,1.6309,1.6323,1.629,1.6299
2/15/1999 16:00,GBPUSD,1.6301,1.6312,1.6262,1.6265
2/15/1999 20:00,GBPUSD,1.627,1.6282,1.6255,1.6258
2/16/1999 0:00,GBPUSD,1.6254,1.628,1.6254,1.6259
2/16/1999 4:00,GBPUSD,1.6263,1.6275,1.6234,1.6261
2/16/1999 8:00,GBPUSD,1.626,1.6348,1.6235,1.6341
2/16/1999 12:00,GBPUSD,1.6343,1.6351,1.6291,1.6338
2/16/1999 16:00,GBPUSD,1.634,1.6346,1.6305,1.6328
2/16/1999 20:00,GBPUSD,1.6325,1.6347,1.6312,1.6337
2/17/1999 0:00,GBPUSD,1.6338,1.6395,1.6338,1.6381
2/17/1999 4:00,GBPUSD,1.6382,1.6388,1.6364,1.6371
2/17/1999 8:00,GBPUSD,1.6386,1.6386,1.6318,1.6327
2/17/1999 12:00,GBPUSD,1.6324,1.6392,1.6316,1.6382
2/17/1999 16:00,GBPUSD,1.6366,1.6393,1.6333,1.6355
2/17/1999 20:00,GBPUSD,1.6359,1.6364,1.6341,1.6345
2/18/1999 0:00,GBPUSD,1.6346,1.6363,1.6344,1.6351
2/18/1999 4:00,GBPUSD,1.635,1.6381,1.6345,1.6373
2/18/1999 8:00,GBPUSD,1.6372,1.6386,1.6339,1.6353
2/18/1999 12:00,GBPUSD,1.6353,1.6365,1.6324,1.6339
2/18/1999 16:00,GBPUSD,1.6337,1.6367,1.633,1.6362
2/18/1999 20:00,GBPUSD,1.6354,1.6358,1.6345,1.6354
2/19/1999 0:00,GBPUSD,1.6353,1.6358,1.633,1.6343
2/19/1999 4:00,GBPUSD,1.6341,1.6361,1.6337,1.6349
2/19/1999 8:00,GBPUSD,1.6352,1.6361,1.6317,1.6342
2/19/1999 12:00,GBPUSD,1.6336,1.6346,1.6306,1.6307
2/19/1999 16:00,GBPUSD,1.6313,1.6315,1.6202,1.6219
2/19/1999 20:00,GBPUSD,1.6222,1.6236,1.6203,1.622
2/22/1999 0:00,GBPUSD,1.6225,1.6227,1.6201,1.6205
2/22/1999 4:00,GBPUSD,1.6206,1.623,1.6202,1.6224
2/22/1999 8:00,GBPUSD,1.6227,1.624,1.6173,1.6189
2/22/1999 12:00,GBPUSD,1.6191,1.6262,1.6172,1.6253
2/22/1999 16:00,GBPUSD,1.6257,1.6261,1.6217,1.6244
2/22/1999 20:00,GBPUSD,1.6242,1.6266,1.624,1.6258
2/23/1999 0:00,GBPUSD,1.6257,1.626,1.6242,1.6253
2/23/1999 4:00,GBPUSD,1.6255,1.6261,1.6232,1.625
2/23/1999 8:00,GBPUSD,1.6249,1.6264,1.6192,1.6221
2/23/1999 12:00,GBPUSD,1.6207,1.6218,1.6101,1.612
2/23/1999 16:00,GBPUSD,1.6113,1.6147,1.61,1.6137
2/23/1999 20:00,GBPUSD,1.6138,1.615,1.6119,1.6147
2/24/1999 0:00,GBPUSD,1.6141,1.6158,1.6132,1.6137
2/24/1999 4:00,GBPUSD,1.614,1.615,1.6102,1.611
2/24/1999 8:00,GBPUSD,1.6114,1.6127,1.6029,1.6032
2/24/1999 12:00,GBPUSD,1.603,1.6057,1.6,1.603
2/24/1999 16:00,GBPUSD,1.6029,1.6032,1.5952,1.5985
2/24/1999 20:00,GBPUSD,1.599,1.599,1.5958,1.5977
2/25/1999 0:00,GBPUSD,1.5974,1.6014,1.5971,1.5997
2/25/1999 4:00,GBPUSD,1.5993,1.602,1.5987,1.6004
2/25/1999 8:00,GBPUSD,1.6,1.6031,1.5994,1.6027
2/25/1999 12:00,GBPUSD,1.6027,1.6046,1.5999,1.6032
2/25/1999 16:00,GBPUSD,1.6032,1.6075,1.6016,1.605
2/25/1999 20:00,GBPUSD,1.6043,1.605,1.6015,1.6033
2/26/1999 0:00,GBPUSD,1.6016,1.604,1.6016,1.6023
2/26/1999 4:00,GBPUSD,1.6022,1.6025,1.5979,1.5993
2/26/1999 8:00,GBPUSD,1.5991,1.6031,1.597,1.6015
2/26/1999 12:00,GBPUSD,1.6004,1.6046,1.5994,1.6006
2/26/1999 16:00,GBPUSD,1.6006,1.6069,1.5971,1.6047
2/26/1999 20:00,GBPUSD,1.6045,1.6062,1.6015,1.6038
3/1/1999 0:00,GBPUSD,1.5997,1.6007,1.5995,1.6002
3/1/1999 4:00,GBPUSD,1.6003,1.603,1.5995,1.6015
3/1/1999 8:00,GBPUSD,1.6016,1.6054,1.5952,1.6042
3/1/1999 12:00,GBPUSD,1.6043,1.6103,1.603,1.6052
3/1/1999 16:00,GBPUSD,1.6055,1.612,1.6042,1.6101
3/1/1999 20:00,GBPUSD,1.6102,1.6103,1.6079,1.6089
3/2/1999 0:00,GBPUSD,1.6087,1.61,1.6079,1.6094
3/2/1999 4:00,GBPUSD,1.6095,1.6105,1.6089,1.6095
3/2/1999 8:00,GBPUSD,1.6093,1.6107,1.6046,1.6089
3/2/1999 12:00,GBPUSD,1.6086,1.6155,1.6074,1.6136
3/2/1999 16:00,GBPUSD,1.6135,1.6162,1.6121,1.6152
3/2/1999 20:00,GBPUSD,1.615,1.6172,1.6138,1.6158
3/3/1999 0:00,GBPUSD,1.6157,1.6173,1.614,1.6143
3/3/1999 4:00,GBPUSD,1.6147,1.615,1.6136,1.6145
3/3/1999 8:00,GBPUSD,1.6144,1.6188,1.6115,1.6166
3/3/1999 12:00,GBPUSD,1.6165,1.6225,1.614,1.6177
3/3/1999 16:00,GBPUSD,1.6178,1.6185,1.6121,1.614
3/3/1999 20:00,GBPUSD,1.6138,1.6151,1.6122,1.6125
3/4/1999 0:00,GBPUSD,1.6126,1.6134,1.612,1.613
3/4/1999 4:00,GBPUSD,1.6125,1.6131,1.6102,1.6115
3/4/1999 8:00,GBPUSD,1.6113,1.6129,1.6089,1.6111
3/4/1999 12:00,GBPUSD,1.6111,1.6121,1.606,1.6067
3/4/1999 16:00,GBPUSD,1.6068,1.611,1.6047,1.6102
3/4/1999 20:00,GBPUSD,1.6102,1.6114,1.6086,1.6093
3/5/1999 0:00,GBPUSD,1.6096,1.6105,1.6085,1.609
3/5/1999 4:00,GBPUSD,1.6095,1.6107,1.608,1.6093
3/5/1999 8:00,GBPUSD,1.6093,1.6109,1.6064,1.6093
3/5/1999 12:00,GBPUSD,1.6091,1.6107,1.6059,1.6073
3/5/1999 16:00,GBPUSD,1.6074,1.6106,1.6062,1.6062
3/5/1999 20:00,GBPUSD,1.6064,1.6071,1.6049,1.605
3/8/1999 0:00,GBPUSD,1.6013,1.6045,1.6004,1.6035
3/8/1999 4:00,GBPUSD,1.6036,1.605,1.6018,1.6039
3/8/1999 8:00,GBPUSD,1.6038,1.6078,1.6017,1.6061
3/8/1999 12:00,GBPUSD,1.6065,1.6111,1.6063,1.6093
3/8/1999 16:00,GBPUSD,1.6093,1.6104,1.6071,1.6081
3/8/1999 20:00,GBPUSD,1.608,1.6098,1.6069,1.6092
3/9/1999 0:00,GBPUSD,1.6097,1.6127,1.6089,1.6101
3/9/1999 4:00,GBPUSD,1.61,1.6122,1.6097,1.6111
3/9/1999 8:00,GBPUSD,1.6108,1.6112,1.6065,1.6078
3/9/1999 12:00,GBPUSD,1.608,1.6127,1.6067,1.6125
3/9/1999 16:00,GBPUSD,1.6121,1.6198,1.6103,1.6193
3/9/1999 20:00,GBPUSD,1.6187,1.6197,1.6169,1.6169
3/10/1999 0:00,GBPUSD,1.6175,1.6181,1.6167,1.6177
3/10/1999 4:00,GBPUSD,1.6179,1.6184,1.6159,1.6164
3/10/1999 8:00,GBPUSD,1.6163,1.624,1.6154,1.6231
3/10/1999 12:00,GBPUSD,1.6232,1.627,1.6219,1.6262
3/10/1999 16:00,GBPUSD,1.6262,1.6291,1.6245,1.627
3/10/1999 20:00,GBPUSD,1.6269,1.6276,1.6255,1.6265
3/11/1999 0:00,GBPUSD,1.6264,1.6273,1.6255,1.6265
3/11/1999 4:00,GBPUSD,1.6267,1.6273,1.6261,1.6264
3/11/1999 8:00,GBPUSD,1.6265,1.6272,1.6218,1.6249
3/11/1999 12:00,GBPUSD,1.6243,1.6291,1.6228,1.6267
3/11/1999 16:00,GBPUSD,1.6272,1.6429,1.6245,1.6365
3/11/1999 20:00,GBPUSD,1.6366,1.6382,1.6353,1.6358
3/12/1999 0:00,GBPUSD,1.6357,1.6365,1.634,1.6347
3/12/1999 4:00,GBPUSD,1.6342,1.635,1.6329,1.6341
3/12/1999 8:00,GBPUSD,1.634,1.6384,1.6307,1.635
3/12/1999 12:00,GBPUSD,1.6352,1.6372,1.6294,1.6297
3/12/1999 16:00,GBPUSD,1.6299,1.6367,1.6285,1.633
3/12/1999 20:00,GBPUSD,1.6335,1.6335,1.6304,1.6319
3/15/1999 0:00,GBPUSD,1.6308,1.631,1.6272,1.6272
3/15/1999 4:00,GBPUSD,1.6273,1.6287,1.6267,1.6272
3/15/1999 8:00,GBPUSD,1.6272,1.6291,1.6225,1.6238
3/15/1999 12:00,GBPUSD,1.623,1.6275,1.6225,1.625
3/15/1999 16:00,GBPUSD,1.6249,1.6257,1.6196,1.6242
3/15/1999 20:00,GBPUSD,1.6239,1.6241,1.6207,1.6207
3/16/1999 0:00,GBPUSD,1.6205,1.6227,1.6187,1.6188
3/16/1999 4:00,GBPUSD,1.6187,1.621,1.6187,1.6204
3/16/1999 8:00,GBPUSD,1.62,1.6213,1.6175,1.6206
3/16/1999 12:00,GBPUSD,1.6209,1.6276,1.6198,1.6244
3/16/1999 16:00,GBPUSD,1.6251,1.6305,1.6229,1.6287
3/16/1999 20:00,GBPUSD,1.6292,1.63,1.6281,1.6294
3/17/1999 0:00,GBPUSD,1.6294,1.6305,1.6275,1.629
3/17/1999 4:00,GBPUSD,1.6291,1.6292,1.6278,1.6282
3/17/1999 8:00,GBPUSD,1.628,1.6292,1.6252,1.6257
3/17/1999 12:00,GBPUSD,1.6252,1.6285,1.6241,1.6281
3/17/1999 16:00,GBPUSD,1.6281,1.633,1.6277,1.6308
3/17/1999 20:00,GBPUSD,1.6303,1.6311,1.6281,1.6305
3/18/1999 0:00,GBPUSD,1.6302,1.6316,1.6283,1.63
3/18/1999 4:00,GBPUSD,1.6292,1.6315,1.6287,1.6299
3/18/1999 8:00,GBPUSD,1.6294,1.6332,1.6272,1.6272
3/18/1999 12:00,GBPUSD,1.6272,1.631,1.6262,1.6297
3/18/1999 16:00,GBPUSD,1.63,1.6321,1.6277,1.6296
3/18/1999 20:00,GBPUSD,1.6291,1.6301,1.628,1.6286
3/19/1999 0:00,GBPUSD,1.6287,1.6295,1.6279,1.629
3/19/1999 4:00,GBPUSD,1.6287,1.6304,1.6287,1.6297
3/19/1999 8:00,GBPUSD,1.6296,1.6303,1.6262,1.6274
3/19/1999 12:00,GBPUSD,1.6272,1.6297,1.626,1.629
3/19/1999 16:00,GBPUSD,1.6287,1.6313,1.6273,1.6283
3/19/1999 20:00,GBPUSD,1.6279,1.6296,1.6274,1.6283
3/22/1999 0:00,GBPUSD,1.6282,1.6287,1.6273,1.6276
3/22/1999 4:00,GBPUSD,1.6274,1.6288,1.6256,1.6256
3/22/1999 8:00,GBPUSD,1.6257,1.6289,1.6257,1.6266
3/22/1999 12:00,GBPUSD,1.6265,1.6283,1.6256,1.6269
3/22/1999 16:00,GBPUSD,1.6268,1.6295,1.6259,1.6279
3/22/1999 20:00,GBPUSD,1.6281,1.629,1.6272,1.628
3/23/1999 0:00,GBPUSD,1.6279,1.6286,1.6272,1.6275
3/23/1999 4:00,GBPUSD,1.6272,1.6286,1.6269,1.6274
3/23/1999 8:00,GBPUSD,1.6273,1.6278,1.6217,1.6227
3/23/1999 12:00,GBPUSD,1.6222,1.6279,1.6221,1.6279
3/23/1999 16:00,GBPUSD,1.6274,1.6391,1.6272,1.6382
3/23/1999 20:00,GBPUSD,1.6379,1.6386,1.6365,1.6374
3/24/1999 0:00,GBPUSD,1.6372,1.6381,1.6365,1.6375
3/24/1999 4:00,GBPUSD,1.6375,1.6379,1.636,1.6367
3/24/1999 8:00,GBPUSD,1.6368,1.6381,1.6342,1.6361
3/24/1999 12:00,GBPUSD,1.637,1.648,1.6359,1.6425
3/24/1999 16:00,GBPUSD,1.643,1.6439,1.6345,1.6354
3/24/1999 20:00,GBPUSD,1.6355,1.638,1.6334,1.6343
3/25/1999 0:00,GBPUSD,1.6346,1.636,1.6346,1.6357
3/25/1999 4:00,GBPUSD,1.6359,1.6367,1.6337,1.6349
3/25/1999 8:00,GBPUSD,1.6343,1.639,1.6343,1.6363
3/25/1999 12:00,GBPUSD,1.6365,1.6392,1.6307,1.6311
3/25/1999 16:00,GBPUSD,1.6312,1.6335,1.6227,1.6237
3/25/1999 20:00,GBPUSD,1.6239,1.6244,1.6226,1.6237
3/26/1999 0:00,GBPUSD,1.6238,1.6251,1.6236,1.6244
3/26/1999 4:00,GBPUSD,1.6247,1.6268,1.6239,1.6251
3/26/1999 8:00,GBPUSD,1.6252,1.627,1.6209,1.6231
3/26/1999 12:00,GBPUSD,1.6233,1.6267,1.6174,1.6219
3/26/1999 16:00,GBPUSD,1.6214,1.6233,1.6183,1.6214
3/26/1999 20:00,GBPUSD,1.6213,1.624,1.621,1.6231
3/29/1999 0:00,GBPUSD,1.6227,1.6232,1.622,1.6228
3/29/1999 4:00,GBPUSD,1.6224,1.6243,1.6208,1.6224
3/29/1999 8:00,GBPUSD,1.6226,1.6243,1.618,1.6191
3/29/1999 12:00,GBPUSD,1.6191,1.6213,1.6156,1.6187
3/29/1999 16:00,GBPUSD,1.6195,1.6198,1.6128,1.6152
3/29/1999 20:00,GBPUSD,1.6156,1.6173,1.6152,1.6155
3/30/1999 0:00,GBPUSD,1.6152,1.6163,1.6145,1.615
3/30/1999 4:00,GBPUSD,1.6147,1.617,1.6145,1.6165
3/30/1999 8:00,GBPUSD,1.6167,1.6185,1.6158,1.6161
3/30/1999 12:00,GBPUSD,1.6161,1.6169,1.6112,1.6127
3/30/1999 16:00,GBPUSD,1.6131,1.6151,1.6108,1.6119
3/30/1999 20:00,GBPUSD,1.6123,1.6129,1.6108,1.6123
